1.179889,-0.213718,0.340216,-0.863577,0.199809,0.0
1.208534,-0.184373,0.340216,-0.863577,0.199809,0.0
1.208534,-0.213718,0.365861,-0.863577,0.199809,0.0
1.208534,-0.213718,0.340216,-0.835232,0.199809,0.0
1.208534,-0.213718,0.340216,-0.863577,0.224454,0.0
1.068338401570279, -0.234172099631014, -1.2140842066337959, -0.42302314247960227, 0.0725368090850201, 1.0
1.576675100493095, -0.6019609997229956, -0.8482959136959801, -0.5647839992564385, -0.0929273812920927, 1.0
1.929117401243392, -0.9839235005386541, -0.47621267278293737, -0.699119157820221, -0.25314217166924654, 1.0
1.1329436805034273, -0.2901511348641261, -1.143672200722753, -0.3850186149523556, 0.07045585035969986, 1.0
1.320777027186048, -0.4059823856713494, -1.03877575912878, -0.1570631735635801, 0.056272001204717226, 1.0
-0.584058,-0.603354,-0.797970,-1.521006,-1.890290,0.0
-0.584058,-0.603354,-0.797970,-1.521006,1.890290,0.0
-0.584058,-0.603354,-0.797970,1.521006,-1.890290,0.0
-0.584058,-0.603354,0.797970,-1.521006,-1.890290,0.0
-0.584058,0.603354,-0.797970,-1.521006,-1.890290,0.0
-0.564944,0.612842,0.719801,0.315144,-0.539681,0.0
-0.564944,0.612842,0.719801,0.315144,-0.539681,0.0
-0.564944,0.612842,0.719801,0.315144,-0.539681,0.0
-0.564944,0.612842,0.719801,0.315144,-0.539681,0.0
-0.564944,0.612842,0.719801,0.315144,-0.539681,0.0
0.543809,-0.181910,1.096696,0.351891,-0.618014,1.0
0.193809,-1.181910,1.096696,0.351891,-0.618014,1.0
0.193809,-0.181910,2.096696,0.351891,-0.618014,1.0
0.193809,-0.181910,1.096696,1.351891,-0.618014,1.0
0.193809,-0.181910,1.096696,0.351891,-1.618014,1.0
