Estatus,Duration,Chistory,Purpose,Ncredit,Saccount,EmploySince,Insrate,Pstatus,Odebtors,ResidenceSince,Property,Age,Insplans,House,NTBcredit,Job,NMpeople,Telephone,Fworker,credits
A14,24,A32,A42,1546,A63,A75,5,A94,A102,4,A124,24,A142,A152,1,A174,1,A192,A202,1
A14,24,A32,A43,1546,A61,A75,5,A94,A102,4,A124,24,A142,A152,1,A174,1,A192,A201,1
A14,24,A32,A42,1546,A61,A75,5,A94,A102,4,A124,24,A142,A152,1,A174,1,A192,A201,1
A14,24,A33,A42,1546,A61,A75,5,A94,A102,4,A123,24,A142,A152,1,A174,1,A192,A201,1
A14,24,A32,A43,1546,A61,A72,5,A94,A102,4,A124,24,A142,A152,1,A174,1,A192,A201,1
A12,36,A32,A40,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1
A12,12,A34,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1
A11,12,A34,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A42,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A40,1392,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1
A11,24, A32, A42,3234, A61, A72,4, A92, A101,4, A121,25, A143, A151,1, A172,1, A192, A201,1
A11,24, A32, A42,3234, A61, A72,4, A92, A101,4, A121,22, A143, A152,1, A174,1, A192, A201,1
A11,24, A32, A42,3234, A61, A72,4, A92, A101,4, A121,26, A143, A151,1, A172,1, A192, A201,1
A11,24, A32, A42,3234, A61, A72,4, A92, A101,4, A121,20, A143, A151,1, A172,1, A192, A201,1
A11,24, A32, A42,3234, A61, A72,4, A92, A101,4, A121,23, A143, A151,1, A172,1, A192, A201,1
