7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756,1.0
7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756,1.0
7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756,1.0
7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756,1.0
7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756,1.0
6.7,186.7,41065.2,9.6,364.5,516.7,11.5,75.1,4.4,0.0
6.4,190.0,41065.2,9.6,364.5,516.7,11.5,75.1,4.4,0.0
6.3,186.7,41500.0,9.5,364.5,516.7,11.5,75.1,4.4,0.0
6.3,186.7,41065.2,9.6,370.0,516.7,11.5,75.1,4.4,0.0
6.3,186.7,41065.2,9.6,364.5,520.0,11.5,75.1,4.4,0.0
3.67,273.813807,24041.326280,6.904990,398.350517,477.974642,13.387341,71.457362,4.503661,1.0
8.0,273.813807,24041.326280,6.904990,398.350517,477.974642,13.387341,71.457362,4.503661,1.0
9.181560,250.0,24041.326280,9.0,398.350517,477.974642,13.387341,71.457362,4.503661,1.0
9.181560,273.813807,20000.0,6.904990,398.350517,477.974642,13.387341,71.457362,4.503661,1.0
9.181560,273.813807,24041.326280,16.0,398.350517,477.974642,13.387341,71.457362,4.503661,1.0
7.6,214.49661,25630.320037,4.432669,335.754439,469.914551,12.509164,62.797277,2.560299,1.0
7.37105,220,25630.320037,4.432669,335.754439,469.914551,12.509164,62.797277,2.560299,1.0
7.37105,214.49661,26000,4.432669,335.754439,469.914551,12.509164,62.797277,2.560299,1.0
7.37105,214.49661,25630.320037,4.8,335.754439,469.914551,12.509164,62.797277,2.560299,1.0
7.37105,214.49661,25630.320037,4.432669,350,469.914551,12.509164,62.797277,2.560299,1.0
7.0,168.283747,30944.363591,5.858769,310.930858,523.671298,17.884235,77.042318,3.749701,1.0
6.660212,170.0,30944.363591,5.858769,310.930858,523.671298,17.884235,77.042318,3.749701,1.0
6.660212,168.283747,31100.0,5.858769,310.930858,523.671298,17.884235,77.042318,3.749701,1.0
6.660212,168.283747,30944.363591,6.0,310.930858,523.671298,17.884235,77.042318,3.749701,1.0
6.660212,168.283747,30944.363591,5.858769,315.0,523.671298,17.884235,77.042318,3.749701,1.0
